unit_id,project_id,category,task_name,language,size_tier,target_files,target_functions,target_loc,planned_files,architecture_attempt,architecture_api_base_url,architecture_model,architecture_rebuild_reason,architecture_team_sha256,initial_repository_tree_sha256,actual_files,actual_source_files,actual_functions,actual_physical_source_loc,rng_seed,selected_attempt,attempt_count,evaluator_return_code,accepted_repository_tree_sha256,verified_replay_count,accepted_evidence
p05_brick_breaker_game_python,5,Games,Brick breaker game,python,medium,7,39,628,11,9,https://api.chatanywhere.tech/v1,gpt-5,,a4cefc0c1231e6b901c0ac7efe530e1ef103e3dc4a7a104cf50bfa87d77ddf18,ad7d539e617ae41522af8511de831af3c6c6228ab8e18e2637278083d67113bd,11,10,23,676,432197098,13,13,0,3471219da70c372c6918e6712921c49c61dd70fdf4987fd4250e82a14eb940df,1,units/p05_brick_breaker_game/python/accepted/evidence.json
p06_tank_battle_game_cpp,6,Games,Tank battle game,cpp,medium,9,46,727,9,2,https://api.chatanywhere.tech/v1,gpt-5,,1dee866f73858b8d671c2bdd6385f3832d968dcab058184d0338e3cffda421d7,a95f2649922d966ddab89d56f3efa2b070fd6fbff54bfda133f5f253b665805f,9,8,35,836,1423652811,3,3,0,22df3b3410b55cdfd0ce1f4eb1c05bc3ec8d881ed964f4cf7cfdf89850301995,1,units/p06_tank_battle_game/cpp/accepted/evidence.json
p06_tank_battle_game_java,6,Games,Tank battle game,java,medium,9,46,727,12,11,https://api.chatanywhere.tech/v1,gpt-5,epoch10_attempts1_5_reused_same_tank_copy_across_current_and_initial_maps,ffd84b34deb72ac8b8cca4a83df026458047e882d4d6b81a1c38f6e441008c6b,1153b64a6e6f4932afddc146fd8b710c0329067a713e6bbea73cff37100ffc9c,12,11,63,1105,573870900,1,1,0,199d396717305eb492048a10d67389077232c4dbdbc619bc67ea839c654f0d6a,1,units/p06_tank_battle_game/java/accepted/evidence.json
p06_tank_battle_game_python,6,Games,Tank battle game,python,medium,9,46,727,14,41,https://api.chatanywhere.tech/v1,gpt-5,replace_local_architecture_with_remote_api_after_refill,eccf1d8d0c25fc9135ec4977f6c34f89c8d889962f86b0a5ee02346c5b6aea66,f2fdc4e833ef90520909a0fc2cc6fa88887200260784d2709f26e4605dd8d515,14,13,39,950,2408978515,2,2,0,e16593bf47205d61bbae3047df50beda3a049465c8d8f570ae0a885786604cf1,1,units/p06_tank_battle_game/python/accepted/evidence.json
p07_calculator_cpp,7,Utilities,Calculator,cpp,medium,6,22,468,15,5,https://api.chatanywhere.tech/v1,gpt-5,replace_local_architecture_with_remote_api_after_refill,6f7e137031b1f55acf336cea35297407e6ab234e3faac823f7b26911d2ea96ef,87e941936ed77433f9fdea506620d7928fbbd71c834e4905443b6a080c556b54,15,14,14,549,3978176900,1,1,0,a571f97c0b54eec843ada9cad74e1705f51451680c716fd0841fd8455045b592,1,units/p07_calculator/cpp/accepted/evidence.json
p07_calculator_java,7,Utilities,Calculator,java,medium,6,22,468,16,8,https://api.chatanywhere.tech/v1,gpt-5,replace_local_architecture_with_remote_api_after_refill,5ac9209cf64e5f3ee76152de30272816532264cc2344a68cf2de98661dfd6e39,f9f69c3db2124382ef683f3c011826ae6aac36bf0136f84e3e8971d594030310,16,15,43,791,1570566783,1,1,0,ba11834e7c992028e30c90cc9f9737bda9575ea7fbae96e84b946f82e65a4e4b,1,units/p07_calculator/java/accepted/evidence.json
p07_calculator_python,7,Utilities,Calculator,python,medium,6,22,468,9,6,https://api.chatanywhere.tech/v1,gpt-5,epoch5_attempts2_4_repeated_tokenizer_self_import_and_attempt1_invalid_token_reflection_test,e96b5fb247b1c963b6cd998968bb38bd2f670e05ea6f2dba13cff27268a0060d,92331112008fb3d4a76c77950cab888a387716c25b5cd421a055786355e57407,9,8,16,486,2109135578,2,2,0,02838137aa05d4b3bbcd454884191d84a8bc723c92f36bcd3cebaf6c598e036b,1,units/p07_calculator/python/accepted/evidence.json
p08_excel_data_processing_cpp,8,Utilities,Excel data processing,cpp,medium,7,27,617,7,3,https://api.chatanywhere.tech/v1,gpt-5,,ba0b641569ac16a5d80e47d25a412b770de8095e130b9a26b33ec5aaf8c2bfe7,5a5753d175b32152824f3ccb39979593d0cae1b40a7e636fe57ed5cf54460583,7,6,40,1246,3698866069,1,1,0,f549c2fa932677668de0d3955a41eea0911691b643ff69e6552c3697af367ea4,1,units/p08_excel_data_processing/cpp/accepted/evidence.json
p08_excel_data_processing_java,8,Utilities,Excel data processing,java,medium,7,27,617,13,7,https://api.chatanywhere.tech/v1,gpt-5,epoch6_attempts1_2_repeated_direct_row_raw_compile_error,306fbfbd9341437f7f9047d8a21c3b01a199fa95a267f35e2c149a2b60e96ee9,c1598dd12b3951e34e1f1adf712022e597a4c2949fa6eca2c67f65379042efeb,13,12,47,508,290543147,1,1,0,ec7f11f93655c9c2db53994566010208678669ba91dd501edacc818d4de171ab,1,units/p08_excel_data_processing/java/accepted/evidence.json
p08_excel_data_processing_python,8,Utilities,Excel data processing,python,medium,7,27,617,8,7,https://api.chatanywhere.tech/v1,gpt-5,replace_local_architecture_with_remote_api_after_refill,62f48ba9a7452cff9d1a85d6f40eea424f63c5f74b246b7cabf8db13ec347c24,e5d94dfc91d10f4b22c5914180c616f3873d0395282d79e28e08efa17f4123a6,8,7,20,531,306770503,1,1,0,02190e73e5d915b5ff92d3a6d972128a2ed0b2a3271928bb18ef6a3c284c7526,1,units/p08_excel_data_processing/python/accepted/evidence.json
p09_qr_code_gen_det_cpp,9,Utilities,QR Code Gen.&Det.,cpp,medium,7,29,632,9,11,https://api.chatanywhere.tech/v1,gpt-5,epoch5_attempts1_2_3_header_self_containment_attempt4_finder_layout_mismatch,e45b9a7c66533f526b9dd5fbad1980d56e48f6e2a9e19381edc6ecf107c46fcc,a9386ca25780fedc7ba5c7635a3628f7610bf5c2f6c7666dc541485879fe7e8f,9,8,11,405,779839335,3,3,0,26177037d368df03c1dc9921aeb222caf09512b245b92cffe0279f84f031c47f,1,units/p09_qr_code_gen_det/cpp/accepted/evidence.json
p09_qr_code_gen_det_java,9,Utilities,QR Code Gen.&Det.,java,medium,7,29,632,12,9,https://api.chatanywhere.tech/v1,gpt-5,epoch8_attempts2_3_5_prefix_checksum_mismatch_attempts4_6_invalid_default_package_imports_attempt1_private_min_size_access,49e3f2f3b934092fc1361464575fd7ab23559ff70bda598db86644cb239fc920,d86648d2a22937c9bf96217d2f7525afb794c37a250f789453638cbbcff79856,12,11,27,764,3719859282,1,1,0,a17171e33bd4f92107f8f954d2d6f3a7221c1bd86efe0331c1ffa6dc9c33144e,1,units/p09_qr_code_gen_det/java/accepted/evidence.json
p09_qr_code_gen_det_python,9,Utilities,QR Code Gen.&Det.,python,medium,7,29,632,8,12,https://api.chatanywhere.tech/v1,gpt-5,replace_local_architecture_with_remote_api_after_refill,8a894c2f7908bfb64d4c6459637759a895541fcc8d2fa49a29a5c37d1dd80ec2,ef2379df39d6f128b850b142276929e509c2484ad88d0c433b28bb4dd00537bf,8,7,19,602,3206008263,1,1,0,f44bcad99d14a21d5e59fa5d654a08339a7fc64c316d23ab70738714fd183df7,1,units/p09_qr_code_gen_det/python/accepted/evidence.json
p10_crud_system_cpp,10,Application,CRUD system,cpp,medium,11,47,983,11,8,https://api.chatanywhere.tech/v1,gpt-5,epoch5_attempts1_2_3_5_missing_direct_record_clock_includes_attempt4_include_path_mismatch,a6227045543c639189a87850281882afa83629637f2f74f48dff418627f61cda,4a6087b309b5452c27a8b145142274d7f3b006bd405ab04b2bae42336e5b3a20,11,10,18,359,252729447,1,1,0,2e9694bad4af240c080784aed00251accd79fad5c8adf48058dc44527f8d2fdc,1,units/p10_crud_system/cpp/accepted/evidence.json
p10_crud_system_java,10,Application,CRUD system,java,medium,11,47,983,10,131,https://api.chatanywhere.tech/v1,gpt-5,epoch130_attempts1_3_repeated_missing_java_util_list_import_in_main,9bef45c1de998cdb31b61c312d416b98b97c5a2a95c5f3aa49a65eab42762003,2bb3efc23e129a9e2c76c4a6adc75c5c9861b9365f84bc30a4cb861fb7543f5e,10,9,33,582,3479630733,1,1,0,dd307d38189762dc5148323620a7ff357bf0eacdaaf387282f4a76755fc83499,1,units/p10_crud_system/java/accepted/evidence.json
p10_crud_system_python,10,Application,CRUD system,python,medium,11,47,983,12,7,https://api.chatanywhere.tech/v1,gpt-5,architecture_attempt6_seed_attempts1_2_double_clock_advance_and_missing_direct_error_import,ad3cf2956b5a629e646643466da4d71a6906947ac492c610e1276e1000d7de88,9be0e4ee67a772ec44a30bea9a466aea77c9a415c5eebf7c94665ab5720a1153,12,11,26,620,1014069831,1,1,0,2720cec94671a817b5e818ed83ac9d9df0dee663dc0c6b2d5ff1973633648ec1,1,units/p10_crud_system/python/accepted/evidence.json
p11_custom_press_releases_cpp,11,Application,Custom press releases,cpp,medium,8,31,698,17,4,https://api.chatanywhere.tech/v1,gpt-5,automatic_stale_input_rebuild_p11_custom_press_releases_cpp,7477675543c8222b512b02a3fabad429a1856d9620cdc10af3de397cea4d444e,6f1a7f780f3814761685c975b1dcda9beb3e71534bd78e2a49a361fc5d956e80,17,16,33,891,1221104095,1,1,0,519442f780ff3742e3fa37d686b4536501a4894fcfb4543036e4c6512b2f1c0a,1,units/p11_custom_press_releases/cpp/accepted/evidence.json
p11_custom_press_releases_java,11,Application,Custom press releases,java,medium,8,31,698,10,123,https://api.chatanywhere.tech/v1,gpt-5,epoch4_attempt1_undefined_release_state_and_version_types,cbde9d424f9c118bb034209266d1e48c24bde1a1daaad08aa8cffe7986a22e13,f2d39106d9e53c327f1aae93095387267a72d8e693d247b4e0faf1b8ea29fcdd,10,9,32,603,2810241787,1,1,0,d5ba102fb88913da474632c4532b08424495759545bfccd4409839e74c927fac,1,units/p11_custom_press_releases/java/accepted/evidence.json
p11_custom_press_releases_python,11,Application,Custom press releases,python,medium,8,31,698,10,7,https://api.chatanywhere.tech/v1,gpt-5,architecture_attempt6_seed_attempts1_2_repeated_wrong_run_demo_import_and_invalid_transition_sequence,f67bc069acc08232a21476897a035b276f762ab6e664e520d25d4debc7c7ac7b,5926a5482cd07fbcd9e466e450a1e95777917b1b28e4edaf4eed6a224f622eda,10,9,23,586,2037595148,1,1,0,b7c58d8acb206fed75e01f3020e0d1d2f5062087b2692cf57f40560977abc89f,1,units/p11_custom_press_releases/python/accepted/evidence.json
p12_video_player_cpp,12,Application,Video player,cpp,medium,9,37,786,17,6,https://api.chatanywhere.tech/v1,gpt-5,epoch5_attempts1_4_repeated_unavailable_gtest_dependency,4f12f81f243a334dfecf9b89147d1c57e09d3ca18f6df9e370b495a350331a1a,d933d509969d471303e0b30edc616b2bcd9acc345e68e669cc84c6c7d7f55d72,17,16,35,696,1700920662,1,1,0,f7d4b6a1296dc89f3c2091ecede451ce2bfc6521aaba269884ebdd3f9dfd993b,1,units/p12_video_player/cpp/accepted/evidence.json
p12_video_player_java,12,Application,Video player,java,medium,9,37,786,10,5,https://api.chatanywhere.tech/v1,gpt-5,architecture_attempt4_seed_attempts1_2_repeated_playerstate_minus_one_and_muted_volume_restore,55a24988dadc1c0548f81eb53ef5082a36c4b2158dc668c56533c513abcfba20,073d1c4e5b76505aa1c3ee46dc2734e5712d9148b16a70f5cea2d69279f99f18,10,9,57,851,400582985,1,1,0,d24796e73716d68d6dc16745b246a6e87c5cdd8db149d84bf8352c23ca6f6a7c,1,units/p12_video_player/java/accepted/evidence.json
p12_video_player_python,12,Application,Video player,python,medium,9,37,786,9,4,https://api.chatanywhere.tech/v1,gpt-5,,5689fda1678c63d031d808493ff4ab224d6ef87f515fcfeca55df4cf7112d5bb,3bed2840b33f0d5854fc3b5ac45d9ac6981b66c72992557e17d797fb87c18166,9,8,45,949,769100576,1,1,0,7fd3f2fc46a139c2ad8e52ab13797a1e99518758bb5925f1202224bca1aba0a4,1,units/p12_video_player/python/accepted/evidence.json
p13_video_downloader_cpp,13,Application,Video Downloader,cpp,medium,8,30,665,12,6,https://api.chatanywhere.tech/v1,gpt-5,architecture_attempt5_seed_attempt1_ambiguous_empty_constructor_and_host_only_test_conflict,0c3308c5aeee9258c55977229ef5b91bb5a3a7c9130d93444a59becd23faef67,92b49517974bd4546a5b870dda02671d3634413cb2fa3692aef609e626c31476,12,11,24,673,2929423155,1,1,0,68d4a5e9d3694f237851bad0798e85272e101f9fe23959d07788137628d7d6dc,1,units/p13_video_downloader/cpp/accepted/evidence.json
p13_video_downloader_java,13,Application,Video Downloader,java,medium,8,30,665,13,7,https://api.chatanywhere.tech/v1,gpt-5,automatic_stale_input_rebuild_p13_video_downloader_java,a1cc46f1bed3edcf7b1c191c98cc1e1827bebbeccfa6a9e04418faff60eaba09,c66e3cf59aaf70cceef7092073a92cccb4904c69d489dbc64d3882b199ed916f,13,12,48,900,2020452492,1,1,0,481cb409e06f670bd969de1383ac37276501959e90d730e6b7a4dbfe66d47c34,1,units/p13_video_downloader/java/accepted/evidence.json
p13_video_downloader_python,13,Application,Video Downloader,python,medium,8,30,665,11,4,https://api.chatanywhere.tech/v1,gpt-5,automatic_stale_input_rebuild_p13_video_downloader_python,83470ec0963573472d5b4d87fbfa6614e29466a9a4e7fb10ab31cbc86f357dbc,d4df2bd8474f2b79674e7e963e8ea20b078b3816051193e47472146e8e7d38a0,11,10,32,762,872520481,12,12,0,baab6e989ba0f5748153e0dde0ff8af3bcd0cbeb0b9137e454653c5b91bc23d5,1,units/p13_video_downloader/python/accepted/evidence.json
p14_todo_list_app_cpp,14,Application,To-Do List App,cpp,medium,8,29,613,13,8,https://api.chatanywhere.tech/v1,gpt-5,architecture_attempt7_seed_attempt1_undeclared_date_helper_and_cross_block_local_id,548032ccdd5e62f7eef36843eb8b953472418a862cdd5bab39b62d17b66eb4a6,712f081e8d4d79566155cb39301a0c5f227c2ab6c54d25cd6f8085ea23fc277a,13,12,33,936,3861770267,1,1,0,7cba979fa7272c42bb024d2fd85b3b84d0191ca6eb21d0210ded8c54bfba04ee,1,units/p14_todo_list_app/cpp/accepted/evidence.json
p14_todo_list_app_java,14,Application,To-Do List App,java,medium,8,29,613,10,7,https://api.chatanywhere.tech/v1,gpt-5,architecture_attempt6_seed_attempts1_2_repeated_missing_literal_imports_and_private_normalizer_call,7c75dd9c4c0fc17e4e6a40d9602283826a79cfb9a3119306db7cd75fe350fcc3,c0fc3be48e3b2cd7459bed7657e25286931cacf0e4427eec015325178e64bdb7,10,9,39,531,461912478,1,1,0,296a4303040ca2979912bcf51eb5131f6ab23484b8fb18f156461fbe9897dad2,1,units/p14_todo_list_app/java/accepted/evidence.json
p14_todo_list_app_python,14,Application,To-Do List App,python,medium,8,29,613,12,5,https://api.chatanywhere.tech/v1,gpt-5,architecture_attempt4_seed_attempts1_2_repeated_builtin_valueerror_instead_of_validationerror,da4a37654887038ce7dc3fc4b83f333bfff1d56348a47628b99f2956a8136b40,9bbba450b32b0bf0b72c7445559de5e4701b1ea091d54db2ac7e85e36a64d156,12,11,32,962,4207199519,1,1,0,9dc60b01b214681d8c85635cf28e5b54f130b8b693427245213ba32d1f012755,1,units/p14_todo_list_app/python/accepted/evidence.json
